bicycle_id,rent_time,rent_station_no,rent_rack,return_time,return_station_no,return_rack,use_time_min,use_dist_m,birth_year,gender,user_type,bicycle_type
SPB-10573,2018-02-09 18:14:08,1332,9,2018-02-09 18:19:41,1401,8,5,1030.0,1982,M,내국인,LCD자전거
SPB-08528,2018-02-09 18:20:46,107,1,2018-02-09 19:16:53,107,1,50,1730.0,1967,F,내국인,LCD자전거
SPB-11722,2018-02-09 18:27:49,111,6,2018-02-09 18:38:12,129,10,9,1680.0,1975,M,내국인,LCD자전거
SPB-13024,2018-02-09 18:35:29,352,15,2018-02-09 18:44:34,328,3,7,1630.0,1991,M,내국인,LCD자전거
SPB-08773,2018-02-09 18:44:40,563,2,2018-02-09 18:48:15,567,6,3,700.0,1983,M,내국인,LCD자전거
SPB-09228,2018-02-09 18:53:23,272,6,2018-02-09 19:50:01,103,8,55,9410.0,1984,F,내국인,LCD자전거
SPB-11160,2018-02-09 19:03:32,306,7,2018-02-09 20:24:46,332,3,76,4870.0,1961,M,내국인,LCD자전거
SPB-09450,2018-02-09 19:15:39,2355,5,2018-02-09 19:29:13,2373,10,12,3130.0,1968,M,내국인,LCD자전거
SPB-11466,2018-02-09 19:26:56,1407,3,2018-02-09 19:47:12,1416,9,19,2620.0,1982,M,내국인,LCD자전거
SPB-09950,2018-02-09 19:39:50,305,1,2018-02-09 19:47:38,353,3,7,1450.0,1989,M,내국인,LCD자전거
SPB-07473,2018-02-09 19:56:41,810,10,2018-02-09 19:59:25,811,1,2,430.0,1988,M,내국인,LCD자전거
SPB-08933,2018-02-09 20:13:33,1303,9,2018-02-09 20:23:29,341,1,9,1620.0,1986,M,내국인,LCD자전거
SPB-11907,2018-02-09 20:31:17,1035,2,2018-02-09 22:17:01,1025,2,105,5040.0,1993,M,내국인,LCD자전거
SPB-05520,2018-02-09 20:50:24,579,6,2018-02-09 21:07:00,568,1,15,2290.0,1994,M,내국인,LCD자전거
SPB-11762,2018-02-09 21:07:09,2139,5,2018-02-09 21:17:13,2136,6,9,2150.0,1991,M,내국인,LCD자전거
SPB-12369,2018-02-09 21:28:06,1448,3,2018-02-09 21:42:06,1414,5,13,2290.0,1987,M,내국인,LCD자전거
SPB-08271,2018-02-09 21:54:18,1627,8,2018-02-09 21:57:02,1628,1,2,410.0,1979,F,내국인,LCD자전거
SPB-10716,2018-02-09 22:12:10,1327,5,2018-02-09 22:21:31,1601,19,8,1720.0,1991,F,내국인,LCD자전거
SPB-02277,2018-02-09 22:33:54,202,4,2018-02-09 23:35:08,202,4,60,3790.0,1988,F,내국인,LCD자전거
SPB-12991,2018-02-09 22:52:30,806,10,2018-02-09 22:58:28,805,2,5,1340.0,1986,F,내국인,LCD자전거
SPB-12899,2018-02-09 23:22:27,559,2,2018-02-09 23:39:43,565,17,16,3590.0,1991,M,내국인,LCD자전거
SPB-06270,2018-02-09 23:51:56,574,7,2018-02-10 00:05:36,548,7,13,3380.0,1995,M,내국인,LCD자전거
SPB-11926,2018-02-10 00:19:06,1211,1,2018-02-10 00:33:58,1222,4,13,2560.0,1972,M,내국인,LCD자전거
SPB-06502,2018-02-10 00:45:46,1222,13,2018-02-10 00:48:27,1269,1,2,600.0,1992,M,내국인,LCD자전거
SPB-11762,2018-02-10 01:10:17,2136,6,2018-02-10 01:27:28,2139,10,16,3040.0,1984,M,내국인,LCD자전거
SPB-08539,2018-02-10 01:33:05,571,8,2018-02-10 02:56:24,586,7,81,8400.0,1996,F,내국인,LCD자전거
SPB-05961,2018-02-10 01:53:53,563,1,2018-02-10 02:05:38,584,15,11,980.0,1975,M,내국인,LCD자전거
SPB-02149,2018-02-10 02:18:44,2316,2,2018-02-10 02:35:37,1224,1,16,2230.0,1995,M,내국인,LCD자전거
SPB-08278,2018-02-10 02:48:09,1033,9,2018-02-10 03:05:41,1001,3,16,3300.0,1969,M,내국인,LCD자전거
SPB-05533,2018-02-10 03:24:31,1514,7,2018-02-10 03:40:54,1509,7,3,860.0,1992,F,내국인,LCD자전거
SPB-08583,2018-02-10 04:04:38,914,1,2018-02-10 04:10:32,131,1,5,1090.0,1972,M,내국인,LCD자전거
SPB-08017,2018-02-10 05:20:12,1011,6,2018-02-10 05:33:29,576,10,12,2890.0,1994,M,내국인,LCD자전거
SPB-07909,2018-02-10 07:24:04,565,5,2018-02-10 07:57:19,614,9,30,7690.0,1988,F,내국인,LCD자전거
SPB-08170,2018-02-10 08:08:08,258,5,2018-02-10 08:21:33,2050,6,13,3060.0,1993,F,내국인,LCD자전거
SPB-01438,2018-02-10 08:44:29,309,1,2018-02-10 08:53:46,331,3,8,1760.0,1965,M,내국인,LCD자전거
SPB-10667,2018-02-10 09:08:48,320,12,2018-02-10 09:12:48,368,1,3,610.0,1991,M,내국인,LCD자전거
SPB-03938,2018-02-10 09:37:52,2111,6,2018-02-10 09:45:36,2148,10,7,1000.0,1994,F,내국인,LCD자전거
SPB-09623,2018-02-10 10:01:10,232,13,2018-02-10 10:16:46,704,6,14,2750.0,1993,M,내국인,LCD자전거
SPB-12997,2018-02-10 10:29:43,3508,10,2018-02-10 10:41:20,513,3,11,2230.0,1995,F,내국인,LCD자전거
SPB-01048,2018-02-10 10:53:36,138,10,2018-02-10 10:58:25,115,1,4,900.0,1991,M,내국인,LCD자전거
SPB-13524,2018-02-10 11:19:10,344,9,2018-02-10 11:27:12,388,10,7,8070.0,1989,M,내국인,LCD자전거
SPB-13579,2018-02-10 11:40:04,820,5,2018-02-10 11:56:02,300,1,15,2530.0,1979,M,내국인,LCD자전거
SPB-03617,2018-02-10 12:06:18,609,7,2018-02-10 12:16:30,612,20,9,2260.0,1989,M,내국인,LCD자전거
SPB-12712,2018-02-10 12:27:11,926,5,2018-02-10 12:59:27,916,7,30,2720.0,1982,M,내국인,LCD자전거
SPB-02592,2018-02-10 12:48:59,1245,5,2018-02-10 13:09:30,1245,5,20,2590.0,1982,M,내국인,LCD자전거
SPB-09983,2018-02-10 13:09:59,1029,10,2018-02-10 13:13:27,1012,6,3,380.0,1987,F,내국인,LCD자전거
SPB-12618,2018-02-10 13:27:15,540,4,2018-02-10 13:32:01,571,20,4,970.0,1991,F,내국인,LCD자전거
SPB-02621,2018-02-10 13:45:42,1657,5,2018-02-10 14:07:06,1706,7,21,2520.0,1996,M,내국인,LCD자전거
SPB-10862,2018-02-10 14:07:39,114,5,2018-02-10 15:30:21,111,10,82,2120.0,1990,M,내국인,LCD자전거
SPB-09273,2018-02-10 14:26:29,247,15,2018-02-10 14:38:10,266,7,11,1770.0,1964,M,내국인,LCD자전거
SPB-13281,2018-02-10 14:45:33,559,4,2018-02-10 14:54:13,519,14,8,1070.0,1986,M,내국인,LCD자전거
SPB-11560,2018-02-10 15:04:31,1004,5,2018-02-10 15:44:20,1209,2,37,6150.0,1988,F,내국인,LCD자전거
SPB-13322,2018-02-10 15:25:51,917,1,2018-02-10 15:30:01,900,6,3,980.0,1973,M,내국인,LCD자전거
SPB-11245,2018-02-10 15:42:16,306,4,2018-02-10 15:58:55,305,8,15,3340.0,1989,M,내국인,LCD자전거
SPB-08755,2018-02-10 16:00:43,328,3,2018-02-10 16:18:41,339,7,16,1820.0,\N,\N,비회원,LCD자전거
SPB-01098,2018-02-10 16:19:35,2258,8,2018-02-10 16:50:44,2231,12,30,4570.0,1999,M,내국인,LCD자전거
SPB-04463,2018-02-10 16:37:38,516,2,2018-02-10 16:50:30,537,2,12,3620.0,1994,M,내국인,LCD자전거
SPB-07638,2018-02-10 16:55:04,1214,8,2018-02-10 17:20:43,1262,6,25,4690.0,1996,M,내국인,LCD자전거
SPB-13340,2018-02-10 17:15:34,2105,7,2018-02-10 17:39:05,2141,11,23,3540.0,1987,M,내국인,LCD자전거
SPB-01412,2018-02-10 17:37:08,1911,7,2018-02-10 17:42:09,2115,9,4,0.0,1991,M,내국인,LCD자전거
SPB-10067,2018-02-10 17:55:57,153,7,2018-02-10 18:39:27,153,7,42,2840.0,1977,M,내국인,LCD자전거
SPB-04803,2018-02-10 18:19:17,407,3,2018-02-10 18:23:30,409,18,3,630.0,1963,M,내국인,LCD자전거
SPB-12412,2018-02-10 18:43:58,905,4,2018-02-10 18:56:48,949,6,11,1980.0,1968,M,내국인,LCD자전거
SPB-10430,2018-02-10 19:16:22,2230,1,2018-02-10 19:21:26,2227,10,4,1180.0,1981,M,내국인,LCD자전거
SPB-04400,2018-02-10 19:51:17,239,17,2018-02-10 20:15:18,259,17,23,3510.0,1972,F,내국인,LCD자전거
SPB-10675,2018-02-10 20:32:26,113,5,2018-02-10 20:38:52,196,10,6,1470.0,1995,M,내국인,LCD자전거
SPB-12169,2018-02-10 21:14:10,1318,6,2018-02-10 21:36:07,358,12,21,3700.0,1987,M,내국인,LCD자전거
SPB-13687,2018-02-10 22:01:43,157,11,2018-02-10 22:15:05,146,5,13,1920.0,1991,M,내국인,LCD자전거
SPB-06718,2018-02-10 22:41:59,130,1,2018-02-10 22:51:45,122,5,9,1550.0,1976,M,내국인,LCD자전거
SPB-03170,2018-02-10 23:33:17,113,22,2018-02-10 23:39:46,116,1,6,1040.0,1991,F,내국인,LCD자전거
SPB-12278,2018-02-11 00:15:21,270,10,2018-02-11 00:29:15,147,2,12,2830.0,1957,F,내국인,LCD자전거
SPB-09698,2018-02-11 01:07:35,346,10,2018-02-11 01:46:42,818,10,37,6910.0,1983,M,내국인,LCD자전거
SPB-13116,2018-02-11 02:06:56,146,11,2018-02-11 02:13:23,148,11,5,590.0,1968,M,내국인,LCD자전거
SPB-08643,2018-02-11 03:12:25,2313,3,2018-02-11 03:32:54,1249,1,19,4830.0,1981,M,내국인,LCD자전거
SPB-09535,2018-02-11 05:38:02,571,8,2018-02-11 05:49:43,551,10,10,2310.0,1962,M,내국인,LCD자전거
SPB-10934,2018-02-11 08:10:45,402,1,2018-02-11 08:32:25,419,5,21,3120.0,1962,F,내국인,LCD자전거
SPB-08900,2018-02-11 09:13:11,2009,9,2018-02-11 09:18:37,2015,1,5,870.0,1999,F,내국인,LCD자전거
SPB-02305,2018-02-11 09:58:01,263,2,2018-02-11 10:18:43,263,5,20,2810.0,1985,M,내국인,LCD자전거
SPB-13469,2018-02-11 10:40:47,221,5,2018-02-11 11:53:26,222,9,72,20710.0,1989,M,내국인,LCD자전거
SPB-11641,2018-02-11 11:21:16,355,11,2018-02-11 11:27:52,358,5,5,1000.0,1973,F,내국인,LCD자전거
SPB-08542,2018-02-11 11:59:11,575,7,2018-02-11 12:17:42,571,1,17,3250.0,1991,M,내국인,LCD자전거
SPB-13034,2018-02-11 12:29:51,2362,6,2018-02-11 13:23:05,2362,7,48,4500.0,\N,\N,비회원,LCD자전거
SPB-08356,2018-02-11 13:00:03,1011,5,2018-02-11 14:57:26,1011,2,113,830.0,1986,M,내국인,LCD자전거
SPB-13509,2018-02-11 13:30:16,1326,4,2018-02-11 14:10:57,1326,4,40,7750.0,1959,M,내국인,LCD자전거
SPB-05680,2018-02-11 13:54:28,2319,4,2018-02-11 14:23:25,2348,9,28,1210.0,1987,F,내국인,LCD자전거
SPB-09943,2018-02-11 14:24:47,1117,6,2018-02-11 15:07:06,1122,3,42,2950.0,1976,M,내국인,LCD자전거
SPB-08475,2018-02-11 14:51:50,251,1,2018-02-11 15:09:20,2054,4,0,0.0,1992,M,내국인,LCD자전거
SPB-07848,2018-02-11 15:20:19,303,4,2018-02-11 15:30:42,335,4,9,1960.0,1978,M,내국인,LCD자전거
SPB-12673,2018-02-11 15:52:04,2265,\N,2018-02-11 16:01:12,2220,1,8,1000.0,1975,M,내국인,LCD자전거
SPB-10329,2018-02-11 16:28:51,915,8,2018-02-11 16:53:33,138,8,23,4780.0,1974,M,내국인,LCD자전거
SPB-11685,2018-02-11 16:56:37,170,1,2018-02-11 17:03:03,175,2,6,1120.0,1991,M,내국인,LCD자전거
SPB-06714,2018-02-11 17:20:44,314,6,2018-02-11 17:54:29,383,16,33,5200.0,1973,M,내국인,LCD자전거
SPB-11240,2018-02-11 17:49:59,228,6,2018-02-11 17:54:57,268,\N,4,690.0,1986,M,내국인,LCD자전거
SPB-00776,2018-02-11 18:21:37,412,18,2018-02-11 18:51:31,412,17,29,6160.0,1986,F,내국인,LCD자전거
SPB-06083,2018-02-11 19:02:17,1208,19,2018-02-11 19:58:13,1208,19,55,4310.0,1996,F,내국인,LCD자전거
SPB-07738,2018-02-11 19:38:33,386,1,2018-02-11 19:45:39,358,4,6,1030.0,1977,M,내국인,LCD자전거
SPB-02359,2018-02-11 20:18:26,400,8,2018-02-11 20:25:52,408,14,7,1280.0,1992,F,내국인,LCD자전거
SPB-09654,2018-02-11 21:05:17,1327,1,2018-02-11 21:28:27,1404,2,21,5240.0,1994,M,내국인,LCD자전거
SPB-10608,2018-02-11 21:53:56,565,7,2018-02-11 22:19:56,2313,4,24,4600.0,1976,M,내국인,LCD자전거
SPB-08475,2018-02-11 22:51:13,2054,4,2018-02-11 23:08:26,251,6,16,3170.0,1992,M,내국인,LCD자전거
SPB-09915,2018-02-11 23:51:44,504,3,2018-02-11 23:57:13,588,14,5,1010.0,1992,M,내국인,LCD자전거
SPB-05747,2018-02-12 00:45:12,606,6,2018-02-12 01:03:51,604,2,18,3150.0,1991,F,내국인,LCD자전거
SPB-12385,2018-02-12 02:12:45,906,1,2018-02-12 02:29:36,915,3,15,3870.0,1996,F,내국인,LCD자전거
SPB-05932,2018-02-12 04:59:09,308,3,2018-02-12 05:07:32,315,1,8,1500.0,1979,M,내국인,LCD자전거
SPB-12917,2018-02-12 06:41:15,191,7,2018-02-12 06:47:23,915,10,5,880.0,1974,M,내국인,LCD자전거
SPB-09715,2018-02-12 07:21:20,1346,3,2018-02-12 07:23:53,1348,5,2,540.0,1969,M,내국인,LCD자전거
SPB-05558,2018-02-12 07:43:29,2249,1,2018-02-12 07:56:32,2255,1,12,3420.0,1970,M,내국인,LCD자전거
SPB-12297,2018-02-12 07:59:24,231,1,2018-02-12 08:01:18,230,1,1,370.0,1974,M,내국인,LCD자전거
SPB-10899,2018-02-12 08:12:28,301,15,2018-02-12 08:16:23,309,11,3,870.0,1977,M,내국인,LCD자전거
SPB-06578,2018-02-12 08:22:41,621,6,2018-02-12 08:26:24,631,8,3,980.0,1993,M,내국인,LCD자전거
SPB-04297,2018-02-12 08:31:14,415,3,2018-02-12 08:37:33,409,15,5,1060.0,1984,M,내국인,LCD자전거
SPB-13543,2018-02-12 08:39:29,271,10,2018-02-12 08:47:59,222,1,8,1730.0,1964,M,내국인,LCD자전거
SPB-11656,2018-02-12 08:49:12,614,18,2018-02-12 08:59:16,609,20,9,1690.0,1994,M,내국인,LCD자전거
SPB-12291,2018-02-12 09:00:43,326,10,2018-02-12 09:13:17,345,3,12,2040.0,1960,M,내국인,LCD자전거
SPB-02149,2018-02-12 09:23:05,1224,6,2018-02-12 09:26:20,1222,8,2,550.0,1977,M,내국인,LCD자전거
SPB-09506,2018-02-12 09:43:31,1243,9,2018-02-12 09:52:24,1201,8,8,1060.0,1968,M,내국인,LCD자전거
SPB-13462,2018-02-12 10:08:13,1933,6,2018-02-12 10:18:26,1929,4,9,1660.0,1994,F,내국인,LCD자전거
SPB-08909,2018-02-12 10:43:07,335,9,2018-02-12 11:04:18,315,3,19,2620.0,1962,M,내국인,LCD자전거
SPB-11544,2018-02-12 11:22:59,711,1,2018-02-12 11:42:49,714,3,19,2960.0,1989,F,내국인,LCD자전거
SPB-03279,2018-02-12 11:48:05,551,4,2018-02-12 11:58:29,500,6,10,2510.0,1993,M,내국인,LCD자전거
SPB-10792,2018-02-12 12:13:32,1936,3,2018-02-12 13:00:30,716,2,44,5120.0,1991,M,내국인,LCD자전거
SPB-01326,2018-02-12 12:43:24,2002,9,2018-02-12 12:46:47,2003,9,3,440.0,1989,M,내국인,LCD자전거
SPB-04790,2018-02-12 13:08:04,567,15,2018-02-12 13:24:23,567,12,15,2530.0,1992,M,내국인,LCD자전거
SPB-08419,2018-02-12 13:31:34,2102,16,2018-02-12 13:37:37,2157,8,5,1160.0,1992,M,내국인,LCD자전거
SPB-02523,2018-02-12 13:51:39,604,3,2018-02-12 14:10:55,540,8,18,3340.0,1998,M,내국인,LCD자전거
SPB-09204,2018-02-12 14:19:06,362,5,2018-02-12 14:24:32,530,8,5,900.0,1977,M,내국인,LCD자전거
SPB-09331,2018-02-12 14:51:18,154,11,2018-02-12 15:54:09,154,12,58,1160.0,1986,M,내국인,LCD자전거
SPB-05151,2018-02-12 15:18:28,827,18,2018-02-12 15:48:44,828,1,29,1850.0,1995,M,내국인,LCD자전거
SPB-10151,2018-02-12 15:45:10,900,12,2018-02-12 16:00:24,927,7,14,2230.0,1978,M,내국인,LCD자전거
SPB-04277,2018-02-12 16:09:17,327,6,2018-02-12 16:27:39,351,6,18,2810.0,1996,M,내국인,LCD자전거
SPB-02169,2018-02-12 16:29:46,2242,1,2018-02-12 17:11:38,2274,1,41,5220.0,1996,M,내국인,LCD자전거
SPB-03705,2018-02-12 16:55:46,625,9,2018-02-12 17:00:24,617,7,4,670.0,1994,M,내국인,LCD자전거
SPB-13583,2018-02-12 17:18:36,321,10,2018-02-12 17:46:14,320,17,27,2720.0,1982,M,내국인,LCD자전거
SPB-04450,2018-02-12 17:42:08,806,8,2018-02-12 18:28:16,915,6,45,12010.0,1962,M,내국인,LCD자전거
SPB-02623,2018-02-12 17:56:12,1003,17,2018-02-12 17:58:06,1002,7,1,150.0,1994,M,내국인,LCD자전거
SPB-13704,2018-02-12 18:06:46,450,3,2018-02-12 18:14:18,349,1,7,1530.0,1990,M,내국인,LCD자전거
SPB-04558,2018-02-12 18:14:25,914,7,2018-02-12 19:11:10,914,20,56,14340.0,1989,F,내국인,LCD자전거
SPB-08837,2018-02-12 18:24:47,510,6,2018-02-12 18:34:30,513,8,9,1310.0,1976,M,내국인,LCD자전거
SPB-13426,2018-02-12 18:36:27,2157,9,2018-02-12 18:52:17,2016,1,15,3360.0,1972,M,내국인,LCD자전거
SPB-06083,2018-02-12 18:48:25,1208,19,2018-02-12 19:10:12,1211,1,21,2730.0,1972,M,내국인,LCD자전거
SPB-03956,2018-02-12 19:02:41,1717,11,2018-02-12 19:47:12,1448,10,44,10680.0,1963,M,내국인,LCD자전거
SPB-03708,2018-02-12 19:15:11,312,7,2018-02-12 19:29:51,330,3,14,1350.0,1987,M,내국인,LCD자전거
SPB-03091,2018-02-12 19:31:22,2202,15,2018-02-12 19:45:27,2205,5,13,1130.0,1956,F,내국인,LCD자전거
SPB-11701,2018-02-12 19:49:39,1512,18,2018-02-12 20:20:38,1616,2,29,4900.0,1971,M,내국인,LCD자전거
SPB-04388,2018-02-12 20:08:13,901,1,2018-02-12 20:14:30,916,3,5,970.0,1976,M,내국인,LCD자전거
SPB-01326,2018-02-12 20:30:48,235,9,2018-02-12 20:50:30,240,7,19,2850.0,1984,M,내국인,LCD자전거
SPB-13116,2018-02-12 20:55:07,119,4,2018-02-12 21:16:45,151,3,19,3230.0,1980,F,내국인,LCD자전거
SPB-11729,2018-02-12 21:20:53,502,9,2018-02-12 21:24:48,548,15,3,780.0,1988,M,내국인,LCD자전거
SPB-05045,2018-02-12 21:42:27,206,1,2018-02-12 21:49:04,207,13,6,1610.0,1972,F,내국인,LCD자전거
SPB-13010,2018-02-12 22:02:59,1308,8,2018-02-12 22:14:22,630,7,10,1740.0,1989,F,내국인,LCD자전거
SPB-12189,2018-02-12 22:25:23,417,14,2018-02-12 22:34:08,411,9,8,1170.0,1982,M,내국인,LCD자전거
SPB-13462,2018-02-12 23:00:39,1929,1,2018-02-12 23:11:53,707,2,10,1900.0,1983,F,내국인,LCD자전거
SPB-03191,2018-02-12 23:42:16,201,10,2018-02-13 00:09:56,242,2,27,3220.0,1960,F,내국인,LCD자전거
SPB-08712,2018-02-13 00:19:57,207,40,2018-02-13 00:29:13,221,1,8,1540.0,1983,M,내국인,LCD자전거
SPB-07706,2018-02-13 00:59:31,1210,15,2018-02-13 01:07:17,1211,1,7,1420.0,1994,F,내국인,LCD자전거
SPB-12385,2018-02-13 01:36:11,816,5,2018-02-13 01:42:05,817,3,5,710.0,1968,M,내국인,LCD자전거
SPB-11809,2018-02-13 02:19:24,2102,6,2018-02-13 02:24:50,2103,10,4,1020.0,1982,M,내국인,LCD자전거
SPB-08853,2018-02-13 03:19:16,128,13,2018-02-13 03:23:30,138,8,3,640.0,1995,M,내국인,LCD자전거
SPB-06766,2018-02-13 05:08:15,1015,8,2018-02-13 05:19:16,1001,3,10,2830.0,1974,M,내국인,LCD자전거
SPB-02915,2018-02-13 06:36:45,144,7,2018-02-13 06:49:24,805,1,12,2060.0,1966,M,내국인,LCD자전거
SPB-11835,2018-02-13 07:16:32,307,7,2018-02-13 07:25:52,348,2,9,1490.0,1976,M,내국인,LCD자전거
SPB-07924,2018-02-13 07:39:02,538,4,2018-02-13 07:46:13,594,14,6,1510.0,1987,M,내국인,LCD자전거
SPB-01699,2018-02-13 07:51:34,300,1,2018-02-13 07:59:05,311,21,7,1120.0,1976,M,내국인,LCD자전거
SPB-13623,2018-02-13 08:05:10,916,1,2018-02-13 08:29:33,113,12,24,7650.0,1986,M,내국인,LCD자전거
SPB-12685,2018-02-13 08:14:59,2333,12,2018-02-13 08:18:11,2327,11,3,640.0,1987,M,내국인,LCD자전거
SPB-11555,2018-02-13 08:24:47,180,6,2018-02-13 08:39:51,305,7,14,2320.0,1991,F,내국인,LCD자전거
SPB-10770,2018-02-13 08:32:54,712,12,2018-02-13 08:47:02,704,3,13,2500.0,1979,M,내국인,LCD자전거
SPB-08145,2018-02-13 08:40:59,142,3,2018-02-13 08:46:16,156,1,5,810.0,1973,F,내국인,LCD자전거
SPB-13584,2018-02-13 08:49:19,507,5,2018-02-13 08:51:48,567,2,2,450.0,1985,M,내국인,LCD자전거
SPB-11915,2018-02-13 08:58:36,416,11,2018-02-13 09:06:09,405,2,7,1350.0,1967,M,내국인,LCD자전거
SPB-02121,2018-02-13 09:16:49,573,1,2018-02-13 09:24:29,3509,17,7,1890.0,1991,M,내국인,LCD자전거
SPB-12757,2018-02-13 09:34:29,109,8,2018-02-13 09:39:07,106,5,4,680.0,1975,F,내국인,LCD자전거
SPB-02124,2018-02-13 09:54:34,133,5,2018-02-13 10:03:58,414,1,9,1980.0,1992,M,내국인,LCD자전거
SPB-04206,2018-02-13 10:22:32,509,2,2018-02-13 10:26:31,589,8,3,780.0,1986,M,내국인,LCD자전거
SPB-07371,2018-02-13 10:49:31,608,5,2018-02-13 11:16:38,608,4,26,1800.0,1951,M,내국인,LCD자전거
SPB-02359,2018-02-13 11:16:23,415,7,2018-02-13 11:38:10,194,2,21,1910.0,1988,M,내국인,LCD자전거
SPB-13322,2018-02-13 11:39:42,900,6,2018-02-13 11:43:50,911,8,3,620.0,1968,M,내국인,LCD자전거
SPB-09656,2018-02-13 11:58:28,1231,5,2018-02-13 12:54:26,1209,2,54,12140.0,1972,M,내국인,LCD자전거
SPB-12863,2018-02-13 12:20:01,232,8,2018-02-13 12:43:58,232,14,22,4130.0,1989,M,내국인,LCD자전거
SPB-13284,2018-02-13 12:41:22,259,13,2018-02-13 12:46:56,250,3,5,830.0,1990,M,내국인,LCD자전거
SPB-09620,2018-02-13 13:00:58,241,9,2018-02-13 13:02:45,255,1,1,310.0,1988,M,내국인,LCD자전거
SPB-06463,2018-02-13 13:22:47,2103,5,2018-02-13 13:47:49,1911,8,24,2270.0,1983,F,내국인,LCD자전거
SPB-09368,2018-02-13 13:43:01,1429,15,2018-02-13 13:48:23,1403,9,4,1140.0,\N,M,비회원,LCD자전거
SPB-11734,2018-02-13 14:04:20,152,29,2018-02-13 14:11:35,182,2,7,1000.0,1985,F,내국인,LCD자전거
SPB-04304,2018-02-13 14:23:08,1425,8,2018-02-13 16:01:37,525,12,98,11800.0,\N,\N,비회원,LCD자전거
SPB-01903,2018-02-13 14:41:25,128,20,2018-02-13 14:46:18,140,18,4,800.0,1992,M,내국인,LCD자전거
SPB-05595,2018-02-13 14:59:37,3508,3,2018-02-13 15:02:39,563,10,2,480.0,1992,F,내국인,LCD자전거
SPB-05411,2018-02-13 15:18:36,585,8,2018-02-13 15:25:06,3505,2,6,1350.0,1993,F,내국인,LCD자전거
SPB-09599,2018-02-13 15:36:23,1321,4,2018-02-13 15:53:26,615,2,16,2260.0,1992,M,내국인,LCD자전거
SPB-05433,2018-02-13 15:54:52,3509,19,2018-02-13 16:22:22,583,12,27,5640.0,1990,M,내국인,LCD자전거
SPB-04739,2018-02-13 16:14:28,2263,18,2018-02-13 16:23:24,2255,17,8,1600.0,1993,F,내국인,LCD자전거
SPB-06152,2018-02-13 16:30:38,1230,10,2018-02-13 16:41:11,1203,16,10,1960.0,1992,M,내국인,LCD자전거
SPB-10055,2018-02-13 16:48:13,2233,7,2018-02-13 17:06:44,2233,2,17,2650.0,1988,M,내국인,LCD자전거
SPB-09301,2018-02-13 17:04:32,1660,2,2018-02-13 17:34:02,1610,20,28,4010.0,1982,F,내국인,LCD자전거
SPB-05466,2018-02-13 17:19:03,1029,7,2018-02-13 18:08:31,1009,14,49,5770.0,1997,F,내국인,LCD자전거
SPB-03903,2018-02-13 17:33:44,1348,9,2018-02-13 17:38:20,1318,8,4,460.0,1993,M,내국인,LCD자전거
SPB-09945,2018-02-13 17:46:03,128,1,2018-02-13 18:10:29,165,20,23,3210.0,1996,M,내국인,LCD자전거
SPB-12189,2018-02-13 17:57:38,502,14,2018-02-13 18:04:31,504,3,6,890.0,1945,M,내국인,LCD자전거
SPB-05233,2018-02-13 18:06:01,114,14,2018-02-13 18:13:43,99998,6,7,1350.0,1998,M,내국인,LCD자전거
SPB-08054,2018-02-13 18:12:05,614,16,2018-02-13 18:39:05,1501,3,26,6770.0,1985,F,내국인,LCD자전거
SPB-08760,2018-02-13 18:19:18,550,7,2018-02-13 18:27:37,615,2,7,980.0,1972,M,내국인,LCD자전거
SPB-13628,2018-02-13 18:26:41,2269,10,2018-02-13 18:40:01,2239,4,12,2960.0,1988,M,내국인,LCD자전거
SPB-10551,2018-02-13 18:35:31,2056,5,2018-02-13 19:15:49,2141,1,39,5590.0,1988,M,내국인,LCD자전거
SPB-10523,2018-02-13 18:44:26,913,12,2018-02-13 18:54:34,900,3,10,54270.0,1979,M,내국인,LCD자전거
SPB-08879,2018-02-13 18:54:13,1214,5,2018-02-13 18:59:23,1213,15,5,880.0,1982,M,내국인,LCD자전거
SPB-02567,2018-02-13 19:06:37,168,6,2018-02-13 19:24:30,178,1,17,1380.0,1992,F,내국인,LCD자전거
SPB-12643,2018-02-13 19:19:28,247,13,2018-02-13 19:22:13,244,13,2,600.0,1990,M,내국인,LCD자전거
SPB-08034,2018-02-13 19:31:39,123,4,2018-02-13 19:44:23,161,7,11,1740.0,1986,M,내국인,LCD자전거
SPB-03738,2018-02-13 19:43:45,1514,10,2018-02-13 19:46:41,1536,1,2,460.0,1991,F,내국인,LCD자전거
SPB-08299,2018-02-13 19:59:38,1826,1,2018-02-13 20:40:17,232,6,37,9340.0,1988,M,내국인,LCD자전거
SPB-04372,2018-02-13 20:13:53,335,1,2018-02-13 20:43:54,173,3,29,2780.0,1997,F,내국인,LCD자전거
SPB-07519,2018-02-13 20:31:33,259,10,2018-02-13 20:35:13,226,2,3,580.0,1977,M,내국인,LCD자전거
SPB-07946,2018-02-13 20:48:52,2219,7,2018-02-13 21:28:37,2041,10,36,5490.0,1963,F,내국인,LCD자전거
SPB-08272,2018-02-13 21:10:18,2306,14,2018-02-13 21:16:19,2305,2,5,1280.0,1984,M,내국인,LCD자전거
SPB-03645,2018-02-13 21:29:23,2305,7,2018-02-13 21:38:19,2306,13,8,1440.0,1975,M,내국인,LCD자전거
